0|2023-12-27 14:06:39
0|2023-12-27 14:06:45
0|2023-12-27 14:06:49
0|2023-12-27 14:06:51
0|2023-12-27 14:06:58
0|2023-12-27 14:24:58
0|2023-12-27 14:28:38
0|2023-12-27 14:28:44
0|2023-12-27 14:33:39
0|2023-12-27 14:33:45
1|2023-12-27 14:33:49
0|2023-12-27 14:33:51
0|2023-12-27 14:37:51
0|2023-12-27 14:37:57
0|2023-12-27 14:38:03
0|2023-12-27 14:38:09
5|2023-12-27 14:40:04
5|2023-12-27 14:40:10
6|2023-12-27 14:40:16
10|2023-12-27 14:40:22
8|2023-12-27 14:40:28
6|2023-12-27 14:40:34
10|2023-12-27 14:40:40
8|2023-12-27 14:40:46
11|2023-12-27 14:40:52
9|2023-12-27 14:40:58
